created_at,entry_id,Temperature (C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g),Fish Diseases
2021-10-31 04:27:29 CET,269357,26.125,55,6.548,-1.821,99679.89844,971,50,35.39,394.66,Red Spot
2021-10-31 04:27:52 CET,269358,26.125,54,8.757,-1.81193,35275.54688,970,50,35.39,394.66,Red Spot
2021-10-31 04:28:12 CET,269359,26.125,54,6.381,-1.83916,111349.6719,971,50,35.39,394.66,Red Spot
2021-10-31 04:28:31 CET,269360,26.0625,54,8.604,-1.83916,69573.35937,976,50,35.39,394.66,Red Spot
2021-10-31 04:28:51 CET,269361,26.0625,54,5.977,-1.8437,71611.22656,974,50,35.39,394.66,Red Spot
2021-10-31 04:29:11 CET,269362,26.0625,54,6.396,-1.821,84225.0625,975,50,35.39,394.66,Red Spot
2021-10-31 04:29:31 CET,269363,26.125,55,6.046,-1.83462,88128.24219,976,50,35.39,394.66,Red Spot
2021-10-31 04:29:51 CET,269364,26.125,55,7.851,-1.83008,69573.35937,976,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:30:11 CET,269365,26.0625,54,5.863,-1.821,75910.59375,979,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:30:31 CET,269366,26.0625,53,7.386,-1.83462,53364.86328,979,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:30:51 CET,269367,26.125,53,9.617,-1.83008,58734.82422,982,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:31:10 CET,269368,26.0625,52,8.094,-1.83008,57135.59766,981,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:31:58 CET,269369,26.125,54,10.234,-1.83462,47314.63672,979,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:32:19 CET,269370,26.0625,54,4.904,-1.82554,54835.34375,979,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:32:40 CET,269371,26.0625,53,8.064,-1.83916,72657.05469,979,50,35.39,394.66,White Spot (Ich)
2021-10-31 04:33:00 CET,269372,26.0625,54,5.444,-1.8437,57135.59766,979,50,35.39,394.66,White Spot (Ich)
2021-06-25 18:19:40 CET,17988,25.3125,91,6.271,7.28516,22.14077,112,50,9.08,6.86,Fin Rot
2021-06-25 18:20:00 CET,17989,25.3125,91,6.407,7.27154,17.55058,112,50,9.08,6.86,Fin Rot
2021-06-25 18:20:19 CET,17990,25.3125,91,6.92,7.28516,16.50415,113,50,9.08,6.86,Fin Rot
2021-06-25 18:21:16 CET,17991,25.375,91,5.775,7.27154,22.04821,112,50,9.08,6.86,Fin Rot
2021-06-25 18:21:35 CET,17992,25.3125,91,6.487,7.27608,21.95605,112,50,9.08,6.86,Fin Rot
2021-06-25 18:21:55 CET,17993,25.3125,91,3.131,7.38957,22.99327,112,50,9.08,6.86,Fin Rot
2021-06-25 18:22:15 CET,17994,25.3125,91,4.966,7.2897,16.23662,112,50,9.08,6.86,Fin Rot
2021-06-25 18:22:34 CET,17995,25.3125,91,5.254,7.28516,15.90876,112,50,9.08,6.86,Fin Rot
2021-06-25 18:22:54 CET,17996,25.3125,91,5.08,7.27608,14.9067,113,50,9.08,6.86,Fin Rot
2021-06-25 18:23:13 CET,17997,25.3125,91,4.693,7.27154,20.53721,112,50,9.08,6.86,Fin Rot
2021-06-25 18:24:10 CET,17998,25.375,91,6.007,7.28516,20.36697,112,50,9.08,6.86,Fin Rot
2021-06-25 18:24:29 CET,17999,25.375,91,8.93,7.27154,20.62289,111,50,9.08,6.86,Fin Rot
2021-06-25 18:25:26 CET,18000,25.375,91,5.534,7.24431,20.70897,109,50,9.08,6.86,Fin Rot
2021-06-25 18:25:46 CET,18001,25.375,91,5.334,7.27608,16.84527,110,50,9.08,6.86,Fin Rot
2021-06-25 18:27:56 CET,18002,25.3125,91,5.158,7.2897,22.23378,111,50,9.08,6.86,Fin Rot
2021-06-25 18:30:44 CET,18003,25.3125,91,6.848,7.27154,21.95605,111,50,9.08,6.86,Fin Rot
2021-06-25 18:33:14 CET,18004,25.375,90,4.349,7.27608,25.12487,112,50,9.08,6.86,Fin Rot
2021-06-25 18:33:33 CET,18005,25.3125,90,5.08,7.27608,25.88264,111,50,9.08,6.86,Fin Rot
2021-06-25 18:35:07 CET,18006,25.3125,90,7.264,7.27608,30.06637,108,50,9.08,6.86,Fin Rot
2021-06-25 18:36:40 CET,18007,25.3125,90,5.758,7.28516,33.50819,109,50,9.08,6.86,Fin Rot
2021-06-25 18:37:00 CET,18008,25.3125,90,6.271,7.28516,33.50819,97,50,9.08,6.86,Fin Rot
2021-06-25 18:37:19 CET,18009,25.3125,90,3.596,7.28516,26.77938,109,50,9.08,6.86,Fin Rot
2021-07-02 18:07:13 CET,32447,25,99,3.46,7.22161,6.76764,144,50,11.81,11.13,Fin Rot
2021-07-02 18:07:32 CET,32448,25.0625,99,11.894,7.19891,7.87096,131,50,11.81,11.13,Fin Rot
2021-07-02 18:07:52 CET,32449,25.0625,99,6.391,7.18529,8.4758,134,50,11.81,11.13,Fin Rot
2021-07-02 18:08:11 CET,32450,25.0625,99,5.08,7.19437,8.02557,144,50,11.81,11.13,Fin Rot
2021-07-02 18:09:08 CET,32451,25.0625,99,7.681,7.16713,8.40987,143,50,11.81,11.13,Fin Rot
2021-07-02 18:09:28 CET,32452,25.0625,99,5.783,7.15352,8.5757,142,50,11.81,11.13,Fin Rot
2021-07-02 18:09:48 CET,32453,25.0625,98,14.529,7.14444,8.8137,131,50,11.81,11.13,Fin Rot
2021-07-02 18:10:08 CET,32454,25.0625,99,5.47,7.14444,8.84827,142,50,11.81,11.13,Fin Rot
2021-07-02 18:10:28 CET,32455,25.0625,98,5.943,7.12628,8.77927,142,50,11.81,11.13,Fin Rot
2021-07-02 18:10:47 CET,32456,25.0625,98,5.63,7.12174,8.88298,131,50,11.81,11.13,Fin Rot
2021-07-02 18:11:07 CET,32457,25.0625,99,5.478,7.11266,8.88298,141,50,11.81,11.13,Fin Rot
2021-07-02 18:11:27 CET,32458,25.0625,98,15.522,7.12174,9.23812,130,50,11.81,11.13,Fin Rot
2021-07-02 18:11:47 CET,32459,25.0625,98,7.449,7.10358,9.09429,130,50,11.81,11.13,Fin Rot
2021-07-02 18:12:06 CET,32460,25.0625,98,9.924,7.11266,9.16591,129,50,11.81,11.13,Fin Rot
2021-07-02 18:12:26 CET,32461,25.0625,98,7.408,7.10358,8.88298,140,50,11.81,11.13,Fin Rot
2021-07-02 18:12:45 CET,32462,25.0625,98,5.08,7.09904,8.95283,130,50,11.81,11.13,Fin Rot
2021-07-02 18:13:05 CET,32463,25.0625,98,24.701,7.0945,8.88298,131,50,11.81,11.13,Fin Rot
2021-07-02 18:13:25 CET,32464,25.0625,98,8.193,7.09904,8.88298,130,50,11.81,11.13,Fin Rot
2021-07-02 18:13:45 CET,32465,25.0625,98,6.527,7.09904,8.84827,142,50,11.81,11.13,Fin Rot
2021-07-02 18:14:05 CET,32466,25.0625,98,6.287,7.0945,6.5118,144,50,11.81,11.13,Fin Rot
2021-07-02 18:14:24 CET,32467,25.0625,97,5.08,7.09904,8.8137,129,50,11.81,11.13,Fin Rot
2021-07-02 18:14:44 CET,32468,25.0625,97,5.08,7.09904,8.44277,144,50,11.81,11.13,Fin Rot
2021-07-02 18:15:04 CET,32469,25.0625,97,5.08,7.08996,8.3445,143,50,11.81,11.13,Fin Rot
2021-07-02 18:15:24 CET,32470,25.0625,97,7.449,7.08088,8.44277,143,50,11.81,11.13,Fin Rot
2021-07-02 18:15:43 CET,32471,25.0625,97,6.119,7.07635,8.50896,135,50,11.81,11.13,Fin Rot
2021-07-02 18:16:03 CET,32472,25.0625,98,1.786,7.0945,8.643,128,50,11.81,11.13,Fin Rot
2021-07-02 18:16:22 CET,32473,25.0625,97,18.438,7.05365,8.50896,139,50,11.81,11.13,Fin Rot
2021-07-02 18:16:42 CET,32474,25.0625,97,5.08,7.05819,8.8137,138,50,11.81,11.13,Fin Rot
2021-07-02 18:17:02 CET,32475,25.0625,98,5.08,7.05365,8.88298,126,50,11.81,11.13,Fin Rot
2021-07-02 18:17:22 CET,32476,25,97,0.624,7.04003,8.5757,135,50,11.81,11.13,Fin Rot
2021-07-02 18:17:41 CET,32477,25.0625,98,5.31,7.04457,9.13002,128,50,11.81,11.13,Fin Rot
2021-07-02 18:18:01 CET,32478,25,97,5.08,7.03549,9.13002,128,50,11.81,11.13,Fin Rot
2021-07-02 18:18:21 CET,32479,25.0625,97,4.669,7.04911,7.6301,137,50,11.81,11.13,Fin Rot
2021-07-13 23:58:07 CET,61359,24.125,28,5.08,7.3124,28.43165,125,50,14.04,24.5,Fin Rot
2021-07-13 23:58:27 CET,61360,24.125,29,5.08,7.31694,27.71025,134,50,14.04,24.5,Fin Rot
2021-07-13 23:58:46 CET,61361,24.125,31,5.08,7.33963,28.80005,134,50,14.04,24.5,Fin Rot
2021-07-13 23:59:43 CET,61362,24.125,36,5.08,7.3124,27.82907,134,50,14.04,24.5,Fin Rot
2021-07-14 00:00:02 CET,61363,24.125,36,5.08,7.32148,28.06839,133,50,14.22,25.78,Fin Rot
2021-07-14 00:00:22 CET,61364,24.125,37,5.08,7.3124,19.61967,134,50,14.22,25.78,Fin Rot
2021-07-14 00:00:41 CET,61365,24.125,39,5.08,7.31694,18.43942,133,50,14.22,25.78,Fin Rot
2021-07-14 00:01:01 CET,61366,24.0625,40,3.296,7.34871,28.55386,134,50,14.22,25.78,Fin Rot
2021-07-14 00:01:20 CET,61367,24.125,40,5.08,7.31694,23.48226,135,50,14.22,25.78,Fin Rot
2021-07-14 00:02:16 CET,61368,24.125,43,1.8,7.3124,27.59195,133,50,14.22,25.78,Fin Rot
2021-07-14 00:02:36 CET,61369,24.0625,45,5.08,7.31694,26.89384,134,50,14.22,25.78,Fin Rot
2021-07-14 00:02:55 CET,61370,24.125,46,12.83,7.3124,27.00883,130,50,14.22,25.78,Fin Rot
2021-07-14 00:03:15 CET,61371,24.0625,43,5.08,7.30786,27.24046,128,50,14.22,25.78,Fin Rot
2021-07-14 00:03:34 CET,61372,24.125,45,5.08,7.3124,20.53721,129,50,14.22,25.78,Fin Rot
2021-07-14 00:03:54 CET,61373,24.125,47,5.08,7.3124,19.21741,125,50,14.22,25.78,Fin Rot
2021-07-14 00:04:50 CET,61374,24.0625,55,5.08,7.3124,28.80005,132,50,14.22,25.78,Fin Rot
2021-07-14 00:05:10 CET,61375,24.125,48,20.572,7.31694,19.94806,133,50,14.22,25.78,Fin Rot
2021-07-14 00:05:29 CET,61376,24.125,50,5.08,7.31694,20.70897,131,50,14.22,25.78,Fin Rot
2021-07-14 00:07:03 CET,61377,24.125,48,5.08,7.3124,22.61005,121,50,14.22,25.78,Fin Rot
2021-07-14 00:07:22 CET,61378,24.125,49,5.08,7.31694,24.70278,133,50,14.22,25.78,Fin Rot
2021-07-14 00:07:42 CET,61379,24.0625,51,35.178,7.30786,21.77299,130,50,14.22,25.78,Fin Rot
2021-07-14 00:08:01 CET,61380,24.0625,51,5.08,7.31694,25.01862,129,50,14.22,25.78,Fin Rot
2021-07-14 00:08:21 CET,61381,24.125,52,15.467,7.3124,21.95605,129,50,14.22,25.78,Fin Rot
2021-07-14 00:08:40 CET,61382,24.125,53,5.08,7.31694,30.98914,118,50,14.22,25.78,Fin Rot
2021-07-14 00:09:00 CET,61383,24.0625,53,5.08,7.30786,31.39411,127,50,14.22,25.78,Fin Rot
2021-07-14 00:09:19 CET,61384,24.0625,52,5.08,7.33963,31.53038,130,50,14.22,25.78,Fin Rot
2021-07-14 00:09:39 CET,61385,24.0625,55,5.08,7.31694,24.39128,134,50,14.22,25.78,Fin Rot
2021-07-14 00:09:58 CET,61386,24.0625,53,5.08,7.30786,31.25849,126,50,14.22,25.78,Fin Rot
2021-07-14 00:10:18 CET,61387,24.0625,54,5.08,7.31694,33.21745,123,50,14.22,25.78,Fin Rot
2021-07-14 00:10:37 CET,61388,24.125,52,5.08,7.31694,32.22159,123,50,14.22,25.78,Fin Rot
2021-07-14 00:10:57 CET,61389,24.125,53,5.08,7.31694,33.36246,128,50,14.22,25.78,Fin Rot
2021-07-14 00:11:17 CET,61390,24.125,52,5.08,7.31694,23.48226,131,50,14.22,25.78,Fin Rot
2021-07-14 00:11:36 CET,61391,24.125,53,5.08,7.30786,35.00443,130,50,14.22,25.78,Fin Rot
2021-07-14 00:11:56 CET,61392,24.0625,56,5.08,7.32148,33.07315,119,50,14.22,25.78,Fin Rot
2021-07-14 00:12:15 CET,61393,24.125,57,5.08,7.31694,34.39729,121,50,14.22,25.78,Fin Rot
2021-07-14 00:12:35 CET,61394,24.125,56,5.08,7.32602,24.08407,130,50,14.22,25.78,Fin Rot
2021-07-14 00:12:54 CET,61395,24.0625,53,5.08,7.31694,33.36246,123,50,14.22,25.78,Fin Rot
2021-07-14 00:13:14 CET,61396,24.125,58,5.08,7.3124,24.59847,131,50,14.22,25.78,Fin Rot
2021-07-14 00:14:47 CET,61397,24.0625,58,5.08,7.31694,35.31247,129,50,14.22,25.78,Fin Rot
2021-07-14 00:15:07 CET,61398,24.0625,56,5.08,7.31694,24.91284,129,50,14.22,25.78,Fin Rot
2021-07-14 00:17:54 CET,61399,24.0625,88,9.119,7.31694,36.41423,131,50,14.22,25.78,Fin Rot
2021-07-14 00:18:51 CET,61400,24.0625,59,5.08,7.30332,34.39729,130,50,14.22,25.78,Fin Rot
2021-07-14 00:20:25 CET,61401,24.0625,58,20.369,7.30786,34.54797,119,50,14.22,25.78,Fin Rot
2021-07-14 00:20:44 CET,61402,24.0625,53,5.08,7.3124,33.07315,130,50,14.22,25.78,Fin Rot
2021-07-14 00:22:55 CET,61403,24.0625,57,5.08,7.3124,33.21745,130,50,14.22,25.78,Fin Rot
2021-07-31 04:34:24 CET,113705,23.5,100,5.08,7.38957,4855.26416,660,50,16.25,42,White Spot (Ich)
2021-07-31 04:34:44 CET,113706,23.5625,100,5.08,7.38957,4368.87793,659,50,16.25,42,White Spot (Ich)
2021-07-31 04:35:03 CET,113707,23.5,100,11.301,7.38957,3004.0083,659,50,16.25,42,White Spot (Ich)
2021-07-31 04:35:23 CET,113708,23.5625,100,5.08,7.38503,4671.17822,648,50,16.25,42,White Spot (Ich)
2021-07-31 04:35:44 CET,113709,23.5,100,9.819,7.37595,2753.08545,661,50,16.25,42,White Spot (Ich)
2021-07-31 04:36:03 CET,113710,23.5,100,5.08,7.38957,2035.20056,662,50,16.25,42,White Spot (Ich)
2021-07-31 04:36:23 CET,113711,23.5,100,5.08,7.39411,2850.31445,666,50,16.25,42,White Spot (Ich)
2021-07-31 04:37:19 CET,113712,23.5,100,2.669,7.38957,4671.17822,660,50,16.25,42,White Spot (Ich)
2021-07-31 04:37:39 CET,113713,23.5,100,5.08,7.38503,5517.12061,643,50,16.25,42,White Spot (Ich)
2021-07-31 04:37:59 CET,113714,23.5,100,5.08,7.38503,5302.46191,656,50,16.25,42,White Spot (Ich)
2021-07-31 04:38:18 CET,113715,23.5,100,5.08,7.38957,3940.02515,642,50,16.25,42,White Spot (Ich)
2021-07-31 04:38:38 CET,113716,23.5,100,5.08,7.37595,4626.4751,640,50,16.25,42,White Spot (Ich)
2021-07-31 04:38:57 CET,113717,23.5,100,5.08,7.39411,4762.13965,655,50,16.25,42,White Spot (Ich)
2021-07-31 04:39:16 CET,113718,23.5,100,5.08,7.38957,3693.41699,640,50,16.25,42,White Spot (Ich)
2021-07-31 04:40:50 CET,113719,23.5625,100,5.08,7.38957,4582.30371,645,50,16.25,42,White Spot (Ich)
2021-07-31 04:41:47 CET,113720,23.5,100,5.08,7.38957,2637.07422,647,50,16.25,42,White Spot (Ich)
2021-07-31 04:42:06 CET,113721,23.5,100,5.08,7.39411,2173.20898,643,50,16.25,42,White Spot (Ich)
2021-07-31 04:42:26 CET,113722,23.5,100,5.08,7.38503,5408.49463,635,50,16.25,42,White Spot (Ich)
2021-07-31 04:42:45 CET,113723,23.5,100,5.08,7.38957,2191.23853,646,50,16.25,42,White Spot (Ich)
2021-07-31 04:43:05 CET,113724,23.5,100,1.589,7.38049,2303.2312,651,50,16.25,42,White Spot (Ich)
2021-07-31 04:43:24 CET,113725,23.5625,100,5.08,7.38957,6101.43604,647,50,16.25,42,White Spot (Ich)
2021-07-31 04:43:44 CET,113726,23.5,100,7.088,7.38503,5250.39746,642,50,16.25,42,White Spot (Ich)
2021-07-31 04:44:03 CET,113727,23.5,100,4.499,7.38957,5250.39746,645,50,16.25,42,White Spot (Ich)
2021-07-31 04:45:38 CET,113728,23.5,100,5.08,7.38957,2155.36426,647,50,16.25,42,White Spot (Ich)
2021-07-31 04:45:57 CET,113729,23.5,100,2.731,7.38957,4808.42969,654,50,16.25,42,White Spot (Ich)
2021-07-31 04:46:54 CET,113730,23.5,100,14.256,7.40319,5572.40137,653,50,16.25,42,White Spot (Ich)
2021-07-31 04:47:13 CET,113731,23.5625,100,5.08,7.38957,2925.95142,655,50,16.25,42,White Spot (Ich)
2021-07-31 04:47:32 CET,113732,23.5,100,5.08,7.36687,5859.12354,645,50,16.25,42,White Spot (Ich)
2021-07-31 04:47:52 CET,113733,23.5,100,5.08,7.38957,2422.13086,654,50,16.25,42,White Spot (Ich)
2021-07-31 04:48:11 CET,113734,23.5,100,5.08,7.38957,5148.06787,654,50,16.25,42,White Spot (Ich)
2021-07-31 04:49:08 CET,113735,23.5,100,5.08,7.38957,5250.39746,652,50,16.25,42,White Spot (Ich)
2021-07-31 04:49:27 CET,113736,23.5,100,5.08,7.38957,3372.53833,654,50,16.25,42,White Spot (Ich)
2021-07-31 04:49:47 CET,113737,23.5,100,5.08,7.38957,5355.1709,636,50,16.25,42,White Spot (Ich)
2021-07-31 04:50:07 CET,113738,23.5,100,5.08,7.38503,5572.40137,651,50,16.25,42,White Spot (Ich)
2021-07-31 04:51:03 CET,113739,23.5,100,5.08,7.38957,6227.11865,644,50,16.25,42,White Spot (Ich)
2021-07-31 04:51:22 CET,113740,23.5,100,5.08,7.38957,3057.43359,641,50,16.25,42,White Spot (Ich)
2021-07-31 04:51:42 CET,113741,23.5,100,5.08,7.38503,2659.79565,641,50,16.25,42,White Spot (Ich)
2021-07-31 04:52:02 CET,113742,23.5,100,0.937,7.41681,4716.40381,640,50,16.25,42,White Spot (Ich)
2021-07-31 04:52:21 CET,113743,23.5,100,5.08,7.38957,2505.49463,639,50,16.25,42,White Spot (Ich)
2021-07-31 04:52:41 CET,113744,23.5,100,10.408,7.39865,4671.17822,637,50,16.25,42,White Spot (Ich)
2021-07-31 04:53:37 CET,113745,23.5,100,5.08,7.38957,5572.40137,642,50,16.25,42,White Spot (Ich)
2021-07-31 04:54:34 CET,113746,23.5,100,5.08,7.38957,5918.6001,644,50,16.25,42,White Spot (Ich)
2021-07-31 04:54:53 CET,113747,23.5,100,5.08,7.38957,3030.58472,647,50,16.25,42,White Spot (Ich)
2021-07-31 04:55:12 CET,113748,23.5,100,5.08,7.38957,4762.13965,642,50,16.25,42,White Spot (Ich)
2021-07-31 04:55:32 CET,113749,23.5,100,5.08,7.39411,5408.49463,645,50,16.25,42,White Spot (Ich)
2021-07-31 04:55:51 CET,113750,23.5,100,3.776,7.39411,4327.63574,629,50,16.25,42,White Spot (Ich)
2021-07-31 04:56:11 CET,113751,23.5,100,0.473,7.38957,6904.67139,640,50,16.25,42,White Spot (Ich)
2021-07-31 04:56:30 CET,113752,23.5,100,5.08,7.38957,3659.73291,643,50,16.25,42,White Spot (Ich)
2021-07-31 04:56:50 CET,113753,23.5,100,5.08,7.38957,2035.20056,645,50,16.25,42,White Spot (Ich)
2021-06-19 00:00:22 CET,1738,24.9375,81,7.945,8.5199,10.68908,688,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:00:42 CET,1739,25,81,6.888,8.5199,11.2103,672,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:01:02 CET,1740,25,81,33.728,8.51536,11.2103,671,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:01:23 CET,1741,24.9375,81,10.531,8.52444,10.68908,668,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:02:48 CET,1745,24.9375,81,11.74,8.52444,11.2103,683,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:03:08 CET,1746,24.9375,81,7.082,8.55167,11.5728,675,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:03:27 CET,1747,24.9375,81,38.812,8.51082,11.5268,682,75,6.94,3.07,White Spot (Ich)
2021-06-19 00:03:47 CET,1748,24.9375,81,12.095,8.51536,11.39001,666,75,6.94,3.07,Fin Rot
2021-06-19 00:04:44 CET,1749,25,81,36.476,8.5199,11.71194,677,75,6.94,3.07,Fin Rot
2021-06-19 00:05:34 CET,1751,24.9375,81,8.934,8.51082,11.85289,663,75,6.94,3.07,Fin Rot
2021-06-19 00:07:15 CET,1753,24.9375,81,38.745,8.51082,11.75873,667,75,6.94,3.07,Fin Rot
2021-06-19 00:07:34 CET,1754,24.9375,81,7.869,8.50174,10.68908,656,75,6.94,3.07,Fin Rot
2021-06-19 00:08:14 CET,1756,25,81,9.98,8.5199,12.43505,674,75,6.94,3.07,Fin Rot
2021-06-19 00:08:33 CET,1757,24.9375,81,7.395,8.5199,12.23766,676,75,6.94,3.07,Fin Rot
2021-06-19 00:09:13 CET,1759,24.9375,81,7.48,8.51082,11.99564,672,75,6.94,3.07,Fin Rot
2021-06-19 00:09:32 CET,1760,24.9375,81,6.88,8.50628,12.09183,675,75,6.94,3.07,Fin Rot
2021-06-19 00:09:52 CET,1761,25,81,7.505,8.51536,12.63584,674,75,6.94,3.07,Fin Rot
2021-06-19 00:10:11 CET,1762,25,81,36.788,8.5199,12.38539,673,75,6.94,3.07,Fin Rot
2021-06-19 00:10:31 CET,1763,24.9375,81,11.216,8.5199,12.63584,667,75,6.94,3.07,Fin Rot
2021-06-19 00:10:50 CET,1764,24.9375,81,10.658,8.5199,12.28669,657,75,6.94,3.07,Fin Rot
2021-06-19 00:11:10 CET,1765,25,81,13.688,8.5199,12.48492,657,75,6.94,3.07,Fin Rot
2021-06-19 00:11:29 CET,1766,24.9375,81,11.055,8.51082,12.63584,672,75,6.94,3.07,Fin Rot
2021-06-19 00:12:09 CET,1768,24.9375,81,11.233,8.5199,13.04793,656,75,6.94,3.07,Fin Rot
2021-06-19 00:12:29 CET,1769,25,81,9.539,8.52444,12.99564,666,75,6.94,3.07,Fin Rot
2021-06-19 00:12:48 CET,1770,24.9375,81,11.419,8.51082,13.31278,660,75,6.94,3.07,Fin Rot
2021-06-19 00:13:08 CET,1771,24.9375,81,38.778,8.51082,12.99564,653,75,6.94,3.07,Fin Rot
2021-06-19 00:14:26 CET,1775,24.9375,81,27.681,8.50628,12.99564,673,75,6.94,3.07,Fin Rot
2021-06-19 00:15:05 CET,1777,24.9375,81,17.682,8.48812,12.99564,682,75,6.94,3.07,Fin Rot
2021-06-19 00:15:25 CET,1778,24.9375,81,9.829,8.51082,12.99564,667,75,6.94,3.07,Fin Rot
2021-06-19 00:15:45 CET,1779,24.9375,81,14.681,8.51082,12.73754,677,75,6.94,3.07,Fin Rot
2021-06-19 00:16:04 CET,1780,25,81,8.29,8.51536,12.99564,675,75,6.94,3.07,Fin Rot
2021-06-19 00:16:43 CET,1782,24.875,81,3.372,8.51082,12.84011,672,75,6.94,3.07,Fin Rot
2021-06-19 00:17:03 CET,1783,24.9375,81,4.775,8.5199,13.15318,678,75,6.94,3.07,Fin Rot
2021-06-19 00:17:22 CET,1784,24.875,81,10.675,8.52444,13.10044,666,75,6.94,3.07,Fin Rot
2021-06-19 00:17:42 CET,1785,24.9375,81,8.249,8.51082,12.48492,667,75,6.94,3.07,Fin Rot
2021-06-19 00:18:02 CET,1786,24.9375,81,12.492,8.5199,12.48492,666,75,6.94,3.07,Fin Rot
2021-06-19 00:18:21 CET,1787,24.9375,81,7.167,8.5199,12.89173,685,75,6.94,3.07,Fin Rot
2021-06-19 00:18:41 CET,1788,24.9375,81,38.795,8.52897,12.84011,681,75,6.94,3.07,Fin Rot
2021-06-19 00:19:00 CET,1789,24.875,81,25.534,8.52897,12.94358,677,75,6.94,3.07,Fin Rot
2021-06-19 00:19:20 CET,1790,24.9375,81,10.007,8.52444,12.23766,677,75,6.94,3.07,Fin Rot
2021-06-19 00:19:40 CET,1791,24.875,81,6.136,8.51082,12.73754,675,75,6.94,3.07,Fin Rot
2021-06-19 00:19:59 CET,1792,24.9375,81,38.829,8.50174,12.04363,673,75,6.94,3.07,Fin Rot
2021-06-19 00:20:19 CET,1793,24.9375,81,7.809,8.5199,12.23766,670,75,6.94,3.07,Fin Rot
2021-06-19 00:21:34 CET,1795,24.9375,81,12.289,8.52444,13.15318,655,75,6.94,3.07,Fin Rot
2021-06-19 00:22:13 CET,1797,25,81,12.358,8.5199,13.25935,666,75,6.94,3.07,Fin Rot
2021-06-19 00:22:33 CET,1798,24.9375,81,38.795,8.5199,13.25935,656,75,6.94,3.07,Fin Rot
2021-06-19 00:22:52 CET,1799,24.9375,81,1.005,8.52444,12.99564,667,75,6.94,3.07,Fin Rot
2021-06-19 00:23:31 CET,1801,24.9375,81,9.686,8.5199,13.58341,671,75,6.94,3.07,Fin Rot
2021-06-19 00:23:51 CET,1802,24.9375,81,9.922,8.51082,13.25935,665,75,6.94,3.07,Fin Rot
2021-06-19 00:24:11 CET,1803,24.9375,81,6.423,8.5199,13.6933,668,75,6.94,3.07,Fin Rot
2021-06-19 00:24:31 CET,1804,24.875,81,28.999,8.51536,13.25935,657,75,6.94,3.07,Fin Rot
2021-06-19 00:24:50 CET,1805,24.9375,81,7.919,8.5199,13.20615,658,75,6.94,3.07,Fin Rot
2021-06-19 00:25:10 CET,1806,24.875,81,12.593,8.5199,13.6933,669,75,6.94,3.07,Fin Rot
2021-06-19 00:25:29 CET,1807,24.9375,81,11.706,8.52897,13.63824,675,75,6.94,3.07,Fin Rot
2021-06-19 00:25:48 CET,1808,24.875,81,38.829,8.5199,13.6933,671,75,6.94,3.07,Fin Rot
2021-06-19 00:26:08 CET,1809,24.875,81,8.967,8.50628,13.31278,671,75,6.94,3.07,Fin Rot
2021-06-19 00:26:27 CET,1810,24.9375,81,6.144,8.5199,13.36644,670,75,6.94,3.07,Fin Rot
2021-06-19 00:26:47 CET,1811,24.875,81,38.694,8.52444,11.75873,674,75,6.94,3.07,Fin Rot
2021-06-19 00:27:06 CET,1812,24.9375,81,38.812,8.52444,13.31278,663,75,6.94,3.07,Fin Rot
2021-06-19 00:27:46 CET,1814,24.875,81,8.655,8.52444,13.25935,675,75,6.94,3.07,Fin Rot
2021-08-08 01:29:15 CET,115630,24.3125,94,1.141,7.68009,0.00013,1903,75,22.26,115.82,Red Spot
2021-08-08 01:29:35 CET,115631,24.3125,97,0.49,7.68009,0.00013,1904,75,22.26,115.82,Red Spot
2021-08-08 01:29:54 CET,115632,24.3125,96,1.614,7.68463,0.00013,1914,75,22.26,115.82,Red Spot
2021-08-08 01:31:49 CET,115636,24.25,97,3.795,7.68463,0.00013,1910,75,22.26,115.82,Red Spot
2021-08-08 01:32:45 CET,115637,24.3125,98,0.008,7.68009,0.00013,1862,75,22.26,115.82,Red Spot
2021-08-08 01:34:01 CET,115639,24.375,98,0.853,7.68009,0.00013,1893,75,22.26,115.82,Red Spot
2021-08-08 01:34:20 CET,115640,24.3125,94,1.225,7.68009,0.00013,1865,75,22.26,115.82,Red Spot
2021-08-08 01:35:19 CET,115643,24.3125,97,2.873,7.68009,0.00013,1822,75,22.26,115.82,Red Spot
2021-08-08 01:35:38 CET,115644,24.3125,97,0.574,7.68917,0.00013,1834,75,22.26,115.82,Red Spot
2021-08-08 01:36:54 CET,115646,24.375,97,5.798,7.68009,0.00013,1832,75,22.26,115.82,Red Spot
